보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21
,,,화재손해(실손전부보상),"화재(주택의 경우 폭발, 파열 포함)로 인해 건물 및 가재의 직접손해 및 소방손해, 피난 손해가 발생시※ 잔존물 제거비용: 잔존물의 해체비용, 청소비용, 상차비용(차에 싣는 비용)",보험가입금액 한도 실손 전부보상※ 잔존물 제거비용 발생 시 손해액의 10% 한도 보상,,,,,,,,,,file_50.xls,,,,화재손해(실손전부보상),"화재(주택의 경우 폭발, 파열 포함)로 인해 건물 및 가재의 직접손해 및 소방손해, 피난 손해가 발생시※ 잔존물 제거비용: 잔존물의 해체비용, 청소비용, 상차비용(차에 싣는 비용)",보험가입금액 한도 실손 전부보상※ 잔존물 제거비용 발생 시 손해액의 10% 한도 보상,,,,,,,,,,,,,,,,
,,,화재손해(실손보상),"보험기간 중 화재(벼락포함),소방,피난 손해발생시 실손보상(단, 주택의 경우 폭발, 파열로 인한 손해도 보상)",,,,,,,,,,,file_50.xls,,,,화재손해(실손보상),"보험기간 중 화재(벼락포함),소방,피난 손해발생시 실손보상(단, 주택의 경우 폭발, 파열로 인한 손해도 보상)",,,,,,,,,,,,,,,,,
,,,화재손해(실손),화재 및 구내에서 생긴 폭발·파열로 직접손해 및 소방·피난손해가 발생한 경우,가입금액한도(실손보상),,,,,,,,,,file_50.xls,,,,화재손해(실손),화재 및 구내에서 생긴 폭발·파열로 직접손해 및 소방·피난손해가 발생한 경우,가입금액한도(실손보상),,,,,,,,,,,,,,,,
메리츠화재,(무) 메리츠 노후실손의료비보험2605,(무) 메리츠 노후실손의료비보험2605,노후실손의료비_상해형,상해로 인하여 병원에 입원 또는 통원하여 치료 및 처방조제시,1억원 한도,"60,078","65,195",102.1,,,,,,,실손의료보험 비교공시 (1).xls,,메리츠화재,(무) 메리츠 노후실손의료비보험2605,노후실손의료비_상해형,상해로 인하여 병원에 입원 또는 통원하여 치료 및 처방조제시,1억원 한도,"60,078","65,195",102.1,102.2,,,,,,,,,,,,
,,,노후실손의료비_질병형,질병으로 인하여 병원에 입원 또는 통원하여 치료 및 처방조제시,,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,노후실손의료비_질병형,질병으로 인하여 병원에 입원 또는 통원하여 치료 및 처방조제시,,,,,,,,,,,,,,,,,
,,,요양병원의료비,질병 또는 상해로 인하여 요양병원에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우(상급병실료차액 제외) 계약일 또는 매년 계약해당일부터 1년 단위로 연간 5천만원 한도(통원의 경우 회(건)당 최고 100만원 한도) 내에서 보상,5000만원 한도,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,요양병원의료비,질병 또는 상해로 인하여 요양병원에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우(상급병실료차액 제외) 계약일 또는 매년 계약해당일부터 1년 단위로 연간 5천만원 한도(통원의 경우 회(건)당 최고 100만원 한도) 내에서 보상,5000만원 한도,,,,,,,,,,,,,,,,
롯데손보,(무) let:care 노후실손의료보험Ⅱ(2604),(무) let:care 노후실손의료보험Ⅱ(2604),노후실손의료비(상해형)(갱신형),피보험자가 상해로 인하여 병원에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,보험가입금액(1억원) 한도,"56,773","43,637",99.7,,,,,,,실손의료보험 비교공시 (1).xls,,롯데손보,(무) let:care 노후실손의료보험Ⅱ(2604),노후실손의료비(상해형)(갱신형),피보험자가 상해로 인하여 병원에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,보험가입금액(1억원) 한도,"56,773","43,637",99.7,99.8,,,,,,,,,,,,
,,,노후실손의료비(질병형)(갱신형),피보험자가 질병으로 인하여 병원에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,노후실손의료비(질병형)(갱신형),피보험자가 질병으로 인하여 병원에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,,,,,,,,,,,,,,,,,
,,,요양병원의료비(갱신형),피보험자가 상해 또는 질병으로 인하여 요양병원에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,보험가입금액(5천만원) 한도,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,요양병원의료비(갱신형),피보험자가 상해 또는 질병으로 인하여 요양병원에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,보험가입금액(5천만원) 한도,,,,,,,,,,,,,,,,
삼성화재,무배당 삼성화재 노후실손의료비보험(2601.20),무배당 삼성화재 노후실손의료비보험(2601.20),노후실손의료비B(상해형),상해로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우※ 국민건강보험법 또는 의료급여법을 적용받지 못한 경우 의료비 중 본인이 실제로 부담한 금액에서 공제금액을 차감한 후의 금액에 대해 40%해당액을 연간 보험가입금액 한도로 보상,"연간 1억원 한도. 다만, 통원은 회(건)당 1백만원을 최고한도로 함","54,476","65,652",94.7,,,,,,,실손의료보험 비교공시 (1).xls,,삼성화재,무배당 삼성화재 노후실손의료비보험(2601.20),노후실손의료비B(상해형),상해로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우※ 국민건강보험법 또는 의료급여법을 적용받지 못한 경우 의료비 중 본인이 실제로 부담한 금액에서 공제금액을 차감한 후의 금액에 대해 40%해당액을 연간 보험가입금액 한도로 보상,"연간 1억원 한도. 다만, 통원은 회(건)당 1백만원을 최고한도로 함","54,476","65,652",94.7,94.8,,,,,,,,,,,,
,,,노후실손의료비B(질병형),질병으로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우※ 국민건강보험법 또는 의료급여법을 적용받지 못한 경우 의료비 중 본인이 실제로 부담한 금액에서 공제금액을 차감한 후의 금액에 대해 40%해당액을 연간 보험가입금액 한도로 보상,,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,노후실손의료비B(질병형),질병으로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우※ 국민건강보험법 또는 의료급여법을 적용받지 못한 경우 의료비 중 본인이 실제로 부담한 금액에서 공제금액을 차감한 후의 금액에 대해 40%해당액을 연간 보험가입금액 한도로 보상,,,,,,,,,,,,,,,,,
,,,요양병원 실손의료비B,상해 또는 질병으로 인하여 요양병원에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우 ※ 국민건강보험법 또는 의료급여법을 적용받지 못한 경우 의료비 중 본인이 실제로 부담한 금액에서 공제금액을 차감한 후의 금액에 대해 40%해당액을 연간 보험가입금액 한도로 보상,"연간 5천만원 한도. 다만, 통원은 회(건)당 1백만원을 최고한도로 함",,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,요양병원 실손의료비B,상해 또는 질병으로 인하여 요양병원에 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우 ※ 국민건강보험법 또는 의료급여법을 적용받지 못한 경우 의료비 중 본인이 실제로 부담한 금액에서 공제금액을 차감한 후의 금액에 대해 40%해당액을 연간 보험가입금액 한도로 보상,"연간 5천만원 한도. 다만, 통원은 회(건)당 1백만원을 최고한도로 함",,,,,,,,,,,,,,,,
현대해상,(무)현대해상노후실손의료비보장보험(갱신형)(Hi2605),(무)현대해상노후실손의료비보장보험(갱신형)(Hi2605),노후실손의료비 상해(갱신형),"상해로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나, 처방조제를 받은 경우",1억원한도(통원 1건당100만원한도),"61,656","70,738",106.7,,,,,,,실손의료보험 비교공시 (1).xls,,현대해상,(무)현대해상노후실손의료비보장보험(갱신형)(Hi2605),노후실손의료비 상해(갱신형),"상해로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나, 처방조제를 받은 경우",1억원한도(통원 1건당100만원한도),"61,656","70,738",106.7,106.9,,,,,,,,,,,,
,,,노후실손의료비 질병(갱신형),"질병으로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나, 처방조제를 받은 경우",,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,노후실손의료비 질병(갱신형),"질병으로 인하여 병원(요양병원 제외)에 입원 또는 통원하여 치료를 받거나, 처방조제를 받은 경우",,,,,,,,,,,,,,,,,
,,,요양병원 실손의료비(갱신형),"상해 또는 질병으로 인하여 요양병원에 입원 또는 통원하여 치료를 받거나, 처방조제를 받은 경우",5천만원한도(통원 1건당 100만원한도),,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,요양병원 실손의료비(갱신형),"상해 또는 질병으로 인하여 요양병원에 입원 또는 통원하여 치료를 받거나, 처방조제를 받은 경우",5천만원한도(통원 1건당 100만원한도),,,,,,,,,,,,,,,,
KB손보,KB손보 노후실손의료비보장보험(무배당)(26.01),KB손보 노후실손의료비보장보험(무배당)(26.01),노후실손의료비(상해형)【갱신계약】,보험기간 중 상해로 인하여 의료기관에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,"계약일 또는 매년 계약해당일로부터 1년단위로 보험가입금액을 연간한도로 보장(1억원한도, 통원 건(회)당 1백만원 한도)","54,490","46,556",99.7,,,,,,,실손의료보험 비교공시 (1).xls,,KB손보,KB손보 노후실손의료비보장보험(무배당)(26.01),노후실손의료비(상해형)【갱신계약】,보험기간 중 상해로 인하여 의료기관에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,"계약일 또는 매년 계약해당일로부터 1년단위로 보험가입금액을 연간한도로 보장(1억원한도, 통원 건(회)당 1백만원 한도)","54,490","46,556",99.7,99.9,,,,,,,,,,,,
,,,노후실손의료비(질병형)【갱신계약】,보험기간 중 질병으로 인하여 의료기관에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,노후실손의료비(질병형)【갱신계약】,보험기간 중 질병으로 인하여 의료기관에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,,,,,,,,,,,,,,,,,
,,,요양병원실손의료비【갱신계약】,보험기간 중 상해 또는 질병으로 인하여 요양병원에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,"계약일 또는 매년 계약해당일로부터 1년단위로 보험가입금액을 연간한도로 보장(5천만원한도, 통원 건(회)당 1백만원 한도)",,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,요양병원실손의료비【갱신계약】,보험기간 중 상해 또는 질병으로 인하여 요양병원에서 입원 또는 통원하여 치료를 받거나 처방조제를 받은 경우,"계약일 또는 매년 계약해당일로부터 1년단위로 보험가입금액을 연간한도로 보장(5천만원한도, 통원 건(회)당 1백만원 한도)",,,,,,,,,,,,,,,,
DB손보,(무)프로미라이프 노후실손의료비보험2604(1종),(무)프로미라이프 노후실손의료비보험2604(1종),상해외래의료비(간편고지),피보험자가 보험기간 중에 상해로 병원에 통원하여 외래치료를 받은 경우에 보상한도 내에서 보상(180회 한도),방문 1회당 본인부담의료비에서 공제금액(2만원과 보상대상의료비의 30% 중 큰 금액)을 차감한 금액,"38,174","54,301",112.5,,,,,,,실손의료보험 비교공시 (1).xls,,DB손보,(무)프로미라이프 노후실손의료비보험2604(1종),상해외래의료비(간편고지),피보험자가 보험기간 중에 상해로 병원에 통원하여 외래치료를 받은 경우에 보상한도 내에서 보상(180회 한도),방문 1회당 본인부담의료비에서 공제금액(2만원과 보상대상의료비의 30% 중 큰 금액)을 차감한 금액,"38,174","54,301",112.5,112.5,,,,,,,,,,,,
,,,상해입원의료비(간편고지),피보험자가 보험기간 중에 상해로 병원에 입원하여 치료를 받은 경우에는 입원의료비를 하나의 상해당 가입금액 한도로 보상,본인부담 입원의료비에서 공제금액 (10만원과 보상대상의료비의 30% 중 큰 금액)을 뺀 금액. 10만원과 보상대상의료비의 30% 중 큰 금액이계약일 또는 매년 계약해당일로부터 연간 200만원을 초과하는 금액은 보상.,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,상해입원의료비(간편고지),피보험자가 보험기간 중에 상해로 병원에 입원하여 치료를 받은 경우에는 입원의료비를 하나의 상해당 가입금액 한도로 보상,본인부담 입원의료비에서 공제금액 (10만원과 보상대상의료비의 30% 중 큰 금액)을 뺀 금액. 10만원과 보상대상의료비의 30% 중 큰 금액이계약일 또는 매년 계약해당일로부터 연간 200만원을 초과하는 금액은 보상.,,,,,,,,,,,,,,,,
,,,질병외래의료비(간편고지),피보험자가 보험기간 중에 질병으로 병원에 통원하여 외래치료를 받은 경우에 보상한도 내에서 보상(180회 한도),,,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,질병외래의료비(간편고지),피보험자가 보험기간 중에 질병으로 병원에 통원하여 외래치료를 받은 경우에 보상한도 내에서 보상(180회 한도),,,,,,,,,,,,,,,,,
,,,질병입원의료비(간편고지),피보험자가 보험기간 중에 질병으로 병원에 입원하여 치료를 받은 경우에는 입원의료비를 하나의 질병당 가입금액 한도로 보상,본인부담 입원의료비의 80% 해당액(20% 해당액이 계약일 또는 매년 계약해당일로부터 연간 200만원을 초과하는 금액은 보상),,,,,,,,,,실손의료보험 비교공시 (1).xls,,,,질병입원의료비(간편고지),피보험자가 보험기간 중에 질병으로 병원에 입원하여 치료를 받은 경우에는 입원의료비를 하나의 질병당 가입금액 한도로 보상,본인부담 입원의료비의 80% 해당액(20% 해당액이 계약일 또는 매년 계약해당일로부터 연간 200만원을 초과하는 금액은 보상),,,,,,,,,,,,,,,,
